BUSSINES NAME;CUIT;SUB ITEMS - U.P. U$S;SUB ITEMS - U.P. CURRENCY;SUB ITEMS - QUANTITY;SUB ITEMS - FOB U$S;SUB ITEMS - FOB CURRENCY;SHIPMENT CURRENCY;COUNTRY OF ORIGIN ;COUNTRY OF PROVENANCE;CUSTOMS;TRANSPORTATION;DATE;SHIPPING;ITEM;SUB ITEMS - SUBITEM;TARIFF POSITION;POSITION DESCRIPTION;QUANTITY SUBITEMS;SUB ITEMS - ITEM CODE;SUB ITEMS - SUFFIXES;DOCUMENT TYPE;SHIPMENT TYPE;DESTINATION TYPE;HARBOR;FOB VALUE U$S;VALUE FOB CURRENCY;AVERAGE U.P. U$S;AVERAGE U.P. CURRENCY;FREIGHT VALUE U$S;VALUE FREIGHT CURRENCY;INSURANCE VALUE U$S;CURRENCY INSURANCE VALUE;CIF VALUE U$S;EXCHANGE RATE;AMOUNT VALUE;MEASUREMENT;VALUE QUANTITY KILOS;TAXABLE INCOME;MOMENT DATE;FOB CURRENCY;NET KGS VALUE;BRANCH;DECLARATION STATUS;CONDITION;CONDITION OF SALE;ITEM TYPE;WRITES
OVNISA S.A.;30586628891;12.5;12.5;80;999.6;999.6;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;26;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 0530 136 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000036 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 008000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.86;12.86;60;771.75;771.75;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;27;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0255 136 13;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000066 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 006000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;13.13;13.13;50;656.62;656.62;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;28;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 1130 136 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000019 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 005000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.49;12.49;45;562.27;562.27;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;29;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 0335 136 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000052 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 004500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;15.72;15.72;45;707.4;707.4;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;30;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0177 158 08;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000177 - (ZB) ANCHURA EN CM.: 000158 - (ZC) LONGITUD EN CM.: 004500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.49;12.49;25;312.37;312.37;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;31;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 031 0 136 03;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000058 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 002500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;15.12;15.12;25;378;378;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;32;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 0200 154 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000210 - (ZB) ANCHURA EN CM.: 000154 - (ZC) LONGITUD EN CM.: 002500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;16.15;16.15;25;403.87;403.87;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;33;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 1800 142 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000012 - (ZB) ANCHURA EN CM.: 000142 - (ZC) LONGITUD EN CM.: 002500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.49;12.49;15;187.42;187.42;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;34;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 0600 136 12;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000032 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 001500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.5;12.5;10;124.95;124.95;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;35;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 0240 136 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000064 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 001000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.5;12.5;10;124.95;124.95;DOLAR ESTADOUNIDENSE;RUMANIA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;2;36;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A06 0500 136 03;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000038 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 001000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;19129.84;19129.84;14.17;14.17;183.82;5654.28;183.82;183.82;19497.48;1;1350;METROS;0;0;31/12/2021;DOL;99;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3400.54 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;15.49;15.49;225;3484.61;3484.61;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;1;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0125 136 12;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000125 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 000225;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;16.64;16.64;50;831.75;831.75;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;2;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A07 0250 158 03;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000066 - (ZB) ANCHURA EN CM.: 000158 - (ZC) LONGITUD EN CM.: 005000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;11.45;11.45;20;229.05;229.05;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;3;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A07 0285 102 04;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000060 - (ZB) ANCHURA EN CM.: 000102 - (ZC) LONGITUD EN CM.: 002000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;13.76;13.76;60;825.75;825.75;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;4;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A07 0400 136 02;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000400 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 006000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;15.95;15.95;400;6381;6381;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;5;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0118 136 06;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000118 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 040000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;14.99;14.99;300;4495.5;4495.5;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;6;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0132 136 06;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000132 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 030000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;13.75;13.75;100;1374.75;1374.75;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;7;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0150 136 12;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000150 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 010000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;18.27;18.27;85;1552.95;1552.95;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;8;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0095 136 12;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000095 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 008500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.86;12.86;70;900.37;900.37;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;9;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0180 136 06;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000180 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 007000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;12.86;12.86;20;257.25;257.25;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;10;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0200 136 06;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000200 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 002000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;13.75;13.75;15;206.21;206.21;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;11;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0160 136 12;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000160 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 001500;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;16.38;16.38;10;163.8;163.8;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;12;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0112 136 14;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000112 - (ZB) ANCHURA EN CM.: 000136 - (ZC) LONGITUD EN CM.: 001000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
OVNISA S.A.;30586628891;19.31;19.31;10;193.12;193.12;DOLAR ESTADOUNIDENSE;SUIZA;SUIZA;EZEIZA;AVIÓN;31/12/2021;21073IC04153533T;1;13;5911.20.10.000E;DE MATERIA TEXTIL SINTÉTICA O ARTIFICIAL, EN PIEZA;;3A03 0118 158 12;SEFAR (AJ) PRESENTACION: ROLLO - (NA00) - (NB00) - (ZA) GRAMAJE EN G/M2.: 000118 - (ZB) ANCHURA EN CM.: 000158 - (ZC) LONGITUD EN CM.: 001000;IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;20896.11;20896.11;15.31;15.31;200.79;6176.35;200.79;200.79;21297.69;1;1365;METROS;0;0;31/12/2021;DOL;46;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 3714.52 - BASE: 0.00 - COEFIECIENTE: 0.00
IRIARTE CESAR GUSTAVO;20168527579;0.6;0.6;240;143.45;143.45;DOLAR ESTADOUNIDENSE;CHINA;CHINA;ROSARIO;CAMIÓN;31/12/2021;21052IC04012984U;1;1;5609.00.90.000M;LOS DEMÁS;;RC008;SIN MARCA (AJ) PRESENTACION: CAJA X 120 UNID - (NA00);IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;283.54;283.54;0.3;0.3;118.45;1052.21;118.45;118.45;520.44;1;960;UNIDAD;91.74;0;31/12/2021;DOL;91.74;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 63.43 - BASE: 0.00 - COEFIECIENTE: 0.00
IRIARTE CESAR GUSTAVO;20168527579;0.28;0.28;240;67;67;DOLAR ESTADOUNIDENSE;CHINA;CHINA;ROSARIO;CAMIÓN;31/12/2021;21052IC04012984U;1;2;5609.00.90.000M;LOS DEMÁS;;RC008;SIN MARCA (AJ) PRESENTACION: CAJA X 120 UNID. - (NA00);IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;283.54;283.54;0.3;0.3;118.45;1052.21;118.45;118.45;520.44;1;960;UNIDAD;91.74;0;31/12/2021;DOL;91.74;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 63.43 - BASE: 0.00 - COEFIECIENTE: 0.00
IRIARTE CESAR GUSTAVO;20168527579;0.2;0.2;240;48.73;48.73;DOLAR ESTADOUNIDENSE;CHINA;CHINA;ROSARIO;CAMIÓN;31/12/2021;21052IC04012984U;1;3;5609.00.90.000M;LOS DEMÁS;;RC008;SIN MARCA (AJ) PRESENTACION: CAJA X 120 UNID. - (NA00);IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;283.54;283.54;0.3;0.3;118.45;1052.21;118.45;118.45;520.44;1;960;UNIDAD;91.74;0;31/12/2021;DOL;91.74;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 63.43 - BASE: 0.00 - COEFIECIENTE: 0.00
